CODE	UZ	RU	EN
DocumentReference	Har qanday maqsad uchun har qanday turdagi hujjatga havola. “Hujjat” atamasi torroq fokusni nazarda tutsa-da, ushbu resurs uchun ushbu “hujjat” mim tipidagi har qanday ketma-ketlashtirilgan ob'ektni o'z ichiga oladi, u bemorga yo'naltirilgan rasmiy hujjatlarni (CDA), klinik eslatmalarni, skanerlangan qog'ozni, siyosat matni kabi bemorga tegishli bo'lmagan hujjatlarni, shuningdek sog'liqni saqlashda olingan yoki qo'llaniladigan fotosurat, video yoki audio yozuvni o'z ichiga oladi. DocumentReference resursi hujjatni topish va boshqarish uchun hujjat haqidagi metama'lumotlarni taqdim etadi. Haqiqiy tarkib inline base64 kodlangan ma'lumotlar bo'lishi yoki to'g'ridan-to'g'ri havola orqali taqdim etilishi mumkin.	Ссылка на документ любого типа для любых целей. Хотя термин «документ» подразумевает более узкую направленность, для этого ресурса этот «документ» охватывает любой сериализованный объект с типом mime, он включает в себя формальные документы, ориентированные на пациента (CDA), клинические заметки, отсканированные документы, не относящиеся к пациенту документы, такие как текст политики, а также фото, видео или аудиозаписи, приобретенные или используемые в здравоохранении. Ресурс DocumentReference предоставляет метаданные о документе, чтобы документ можно было обнаружить и управлять им. Фактическое содержимое может быть встроенными данными в кодировке base64 или предоставлено прямой ссылкой.	A reference to a document of any kind for any purpose. While the term “document” implies a more narrow focus, for this resource this “document” encompasses any serialized object with a mime-type, it includes formal patient-centric documents (CDA), clinical notes, scanned paper, non-patient specific documents like policy text, as well as a photo, video, or audio recording acquired or used in healthcare. The DocumentReference resource provides metadata about the document so that the document can be discovered and managed. The actual content may be inline base64 encoded data or provided by direct reference.
Encounter	Tibbiy xizmat ko'rsatish (lar)ni ko'rsatish yoki bemor(lar)ning sog'lig'ini baholash maqsadida tibbiy xizmat ko'rsatuvchi provayder(lar) va/yoki bemor(lar) o'rtasidagi o'zaro aloqa.	Взаимодействие между поставщиками медицинских услуг и/или пациентами с целью предоставления медицинских услуг или оценки состояния здоровья пациентов.	An interaction between healthcare provider(s), and/or patient(s) for the purpose of providing healthcare service(s) or assessing the health status of patient(s).
EncounterHistory	Uchrashuv tarixidagi muhim voqealar/marslar haqidagi asosiy ma'lumotlarning rekordi	Запись важных событий/важных этапов, ключевые данные за всю историю встречи	A record of significant events/milestones key data throughout the history of an Encounter
Endpoint	XDS.b ni taqdim etuvchi veb-xizmatlar, boshqa FHIR serveri uchun REST so‘nggi nuqtasi yoki as/Mime elektron pochta manzili kabi elektron xizmatlar uchun ishlatilishi mumkin bo‘lgan so‘nggi nuqtaning texnik tafsilotlari. Bu har qanday xavfsizlik konteksti ma'lumotlarini o'z ichiga olishi mumkin.	Технические детали конечной точки, которые могут использоваться для электронных услуг, например, для веб-служб, предоставляющих XDS.b, конечной точки REST для другого сервера FHIR или адреса электронной почты как/Mime. Это может включать любую информацию о контексте безопасности.	The technical details of an endpoint that can be used for electronic services, such as for web services providing XDS.b, a REST endpoint for another FHIR server, or a s/Mime email address. This may include any security context information.
EnrollmentRequest	Ushbu resurs sug'urtalovchiga belgilangan qoplama bo'yicha sug'urta ro'yxatga olish tafsilotlarini taqdim etadi.	Этот ресурс предоставляет страховщику данные о страховании в отношении определенного страхового покрытия.	This resource provides the insurance enrollment details to the insurer regarding a specified coverage.
EnrollmentResponse	Ushbu resurs EnrollmentRequest resursini qayta ishlashdan ro'yxatga olish va reja tafsilotlarini taqdim etadi.	Этот ресурс предоставляет сведения о регистрации и плане, полученные в результате обработки ресурса EnrollmentRequest.	This resource provides enrollment and plan details from the processing of an EnrollmentRequest resource.
EpisodeOfCare	Bemor va tashkilot/sog'liqni saqlash provayder(lar)i o'rtasidagi aloqa, bu vaqt davomida uchrashuvlar yuz berishi mumkin. Boshqaruv tashkiloti bu vaqt davomida bemor uchun mas'uliyat darajasini o'z zimmasiga oladi.	Связь между пациентом и организацией/поставщиком медицинских услуг, в течение которой могут происходить встречи. Управляющая организация берет на себя определенный уровень ответственности за пациента в течение этого времени.	An association between a patient and an organization / healthcare provider(s) during which time encounters may occur. The managing organization assumes a level of responsibility for the patient during this time.
EventDefinition	EventDefinition resursi ma'lum bir hodisa sodir bo'lishi mumkin bo'lgan qayta foydalanish mumkin bo'lgan tavsifni beradi.	Ресурс EventDefinition предоставляет повторно используемое описание того, когда может произойти определенное событие.	The EventDefinition resource provides a reusable description of when a particular event can occur.
Evidence	Dalillar resursi dalil oʻzgaruvchilari (masalan, aholi soni, taʼsirlar/aralashuvlar, taqqoslashlar, natijalar, oʻlchangan oʻzgaruvchilar, chalkash oʻzgaruvchilar), statistika va bu dalillarning aniqligini oʻz ichiga olgan dalillar tushunchasining mashina tomonidan talqin qilinadigan ifodasini taqdim etadi.	Ресурс доказательств предоставляет машинно-интерпретируемое выражение концепции доказательств, включая переменные доказательств (например, популяция, воздействия/вмешательства, компараторы, результаты, измеряемые переменные, искажающие переменные), статистику и достоверность этих доказательств.	The Evidence Resource provides a machine-interpretable expression of an evidence concept including the evidence variables (e.g., population, exposures/interventions, comparators, outcomes, measured variables, confounding variables), the statistics, and the certainty of this evidence.
EvidenceReport	EvidenceReport Resurs - bu Evidence, EvidenceVariable va Citation resurslari va tegishli tushunchalar kompozitsiyalarini qo'llab-quvvatlash uchun moslashtirilgan manbalar va kodlash mumkin bo'lgan tushunchalar to'plami uchun maxsus konteyner.	Ресурс EvidenceReport — это специализированный контейнер для сбора ресурсов и кодируемых концепций, адаптированный для поддержки композиций ресурсов Evidence, EvidenceVariable и Citation, а также связанных концепций.	The EvidenceReport Resource is a specialized container for a collection of resources and codeable concepts, adapted to support compositions of Evidence, EvidenceVariable, and Citation resources and related concepts.
EvidenceVariable	EvidenceVariable resursi bilim (Dalil) haqida bo'lgan elementni tavsiflaydi.	Ресурс EvidenceVariable описывает элемент, о котором идет речь в знаниях (Evidence).	The EvidenceVariable resource describes an element that knowledge (Evidence) is about.
ExampleScenario	Tizimlar va baham ko'rilgan misollar o'rtasidagi o'zaro ta'sirni, ehtimol vaqt o'tishi bilan misollarning evolyutsiyasini ko'rsatadigan ish jarayonining batafsil tavsifi.	Пошаговое руководство по рабочему процессу, демонстрирующее взаимодействие между системами и общими экземплярами, возможно, включая эволюцию экземпляров с течением времени.	A walkthrough of a workflow showing the interaction between systems and the instances shared, possibly including the evolution of instances over time.
ExplanationOfBenefit	Ushbu resurs quyidagilarni ta'minlaydi: da'vo tafsilotlari; da'voni ko'rib chiqishdan olingan qaror tafsilotlari; va ixtiyoriy ravishda abonentni taqdim etilgan imtiyozlar haqida xabardor qilish uchun hisob balansi ma'lumotlari.	Данный ресурс предоставляет: сведения о претензии; сведения о судебном решении по результатам обработки претензии; а также, по желанию, информацию о балансе счета для информирования абонента о предоставляемых преимуществах.	This resource provides: the claim details; adjudication details from the processing of a Claim; and optionally account balance information, for informing the subscriber of the benefits provided.
FamilyMemberHistory	Bemor bilan bog'liq bo'lgan shaxsning muhim sog'lig'i holati, bemorga g'amxo'rlik kontekstida.	Существенные состояния здоровья человека, связанные с пациентом и имеющие значение в контексте ухода за пациентом.	Significant health conditions for a person related to the patient relevant in the context of care for the patient.
Flag	Bemorga yordam ko'rsatishda yuzaga kelishi mumkin bo'lgan muammolar haqida istiqbolli ogohlantirishlar.	Предупреждения о возможных проблемах при оказании помощи пациенту.	Prospective warnings of potential issues when providing care to the patient.
FormularyItem	Ushbu resurs dastur orqali mavjud bo'lgan mahsulot yoki xizmatni tavsiflaydi va mavjudlik shartlari va cheklovlarini o'z ichiga oladi. Ushbu resursdagi barcha ma'lumotlar ob'ektni formulaga kiritish uchun xosdir va elementning o'ziga xos emas.	Этот ресурс описывает продукт или услугу, которые доступны через программу, и включает условия и ограничения доступности. Вся информация в этом ресурсе относится к включению элемента в формуляр и не присуща самому элементу.	This resource describes a product or service that is available through a program and includes the conditions and constraints of availability. All of the information in this resource is specific to the inclusion of the item in the formulary and is not inherent to the item itself.
GenomicStudy	Genomik ma'lumotlarni tahlil qilish va yaratish uchun amalga oshirilgan tahlillar to'plami.	Набор анализов, выполняемых для анализа и получения геномных данных.	A set of analyses performed to analyze and generate genomic data.
Goal	Bemorga, guruhga yoki tashkilotga g'amxo'rlik qilish uchun mo'ljallangan maqsad(lar)ni tavsiflaydi, masalan, vazn yo'qotish, kundalik hayot faoliyatini tiklash, immunizatsiya orqali poda immunitetini olish, jarayonni yaxshilash maqsadiga erishish va boshqalar.	Описывает предполагаемую цель(и) ухода за пациентом, группой или организацией, например, снижение веса, восстановление повседневной активности, получение коллективного иммунитета посредством иммунизации, достижение цели по улучшению процесса и т. д.	Describes the intended objective(s) for a patient, group or organization care, for example, weight loss, restoring an activity of daily living, obtaining herd immunity via immunization, meeting a process improvement objective, etc.
GraphDefinition	Resurslar grafigining rasmiy hisoblangan taʼrifi, yaʼni quyidagi havolalar orqali grafikni tashkil etuvchi izchil resurslar toʻplami. Grafik ta'rifi resursi to'plamni belgilaydi va to'plam haqida qoidalar yaratadi.	Формальное вычислимое определение графа ресурсов, то есть связного набора ресурсов, которые образуют граф, следуя ссылкам. Ресурс определения графа определяет набор и устанавливает правила для этого набора.	A formal computable definition of a graph of resources - that is, a coherent set of resources that form a graph by following references. The Graph Definition resource defines a set and makes rules about the set.
Group	Muhokama qilinishi yoki birgalikda harakat qilishi mumkin bo'lgan, lekin birgalikda harakat qilishi kutilmaydigan va rasmiy yoki qonuniy ravishda tan olinmagan ob'ektlarning belgilangan to'plamini ifodalaydi; ya'ni Tashkilot bo'lmagan ob'ektlar to'plami.	Представляет собой определенную совокупность сущностей, которые могут обсуждаться или в отношении которых могут предприниматься коллективные действия, но от которых не ожидается коллективных действий, и которые не признаны официально или юридически; т. е. совокупность сущностей, которая не является Организацией.	Represents a defined collection of entities that may be discussed or acted upon collectively but which are not expected to act collectively, and are not formally or legally recognized; i.e. a collection of entities that isn't an Organization.
GuidanceResponse	Yo'l-yo'riqli javob - bu yo'l-yo'riq so'roviga rasmiy javob, shu jumladan baholash natijasida qaytarilgan har qanday chiqish parametrlari, shuningdek, har qanday taklif qilingan harakatlar tavsifi.	Ответ на руководство представляет собой формальный ответ на запрос руководства, включающий любые выходные параметры, возвращенные в результате оценки, а также описание любых предлагаемых действий, которые необходимо предпринять.	A guidance response is the formal response to a guidance request, including any output parameters returned by the evaluation, as well as the description of any proposed actions to be taken.
HealthcareService	Bir joyda yoki katalogda mavjud bo'lgan sog'liqni saqlash xizmatining tafsilotlari. Agar xizmatlar ierarxiyasi mavjud bo'lsa (masalan, Laboratoriya -> Patologiya -> Yara madaniyati), bu bog'langan HealthcareServices to'plami yordamida taqdim etilishi mumkin.	Подробная информация о медицинской услуге, доступной в определенном месте или в каталоге. В случае, если существует иерархия услуг (например, Лаборатория -> Патология -> Культуры ран), это может быть представлено с помощью набора связанных HealthcareServices.	The details of a healthcare service available at a location or in a catalog. In the case where there is a hierarchy of services (for example, Lab -> Pathology -> Wound Cultures), this can be represented using a set of linked HealthcareServices.
ImagingSelection	Bitta tadqiqot va seriya doirasidagi DICOM SOP nusxalari va/yoki ramkalar tanlovi. Bu kuzatuv resursiga ulanishga yoki ImagingStudy resursi bilan birga bu ma'lumotlarni uzatishga imkon beruvchi tasvir hududi, Kuzatuv UID yoki Segmentatsiya raqami kabi qo'shimcha xususiyatlarni o'z ichiga olishi mumkin.	Выборка экземпляров DICOM SOP и/или кадров в пределах одного исследования и серии. Это может включать дополнительные характеристики, такие как область изображения, UID наблюдения или номер сегментации, что позволяет связывать ресурс наблюдения или передавать эту информацию вместе с ресурсом ImagingStudy.	A selection of DICOM SOP instances and/or frames within a single Study and Series. This might include additional specifics such as an image region, an Observation UID or a Segmentation Number, allowing linkage to an Observation Resource or transferring this information along with the ImagingStudy Resource.
ImagingStudy	DICOM tasvirlash tadqiqotida ishlab chiqarilgan tarkibning ifodasi. Tadqiqot umumiy kontekstda olingan yoki ishlab chiqarilgan xizmat-ob'ekt juftliklari (SOP misollari - tasvirlar yoki boshqa ma'lumotlar) to'plamini o'z ichiga olgan seriyalar to'plamini o'z ichiga oladi. Seriya faqat bitta modallikka ega (masalan, rentgen, KT, MR, ultratovush), ammo tadqiqot turli xil usullarning bir nechta seriyasiga ega bo'lishi mumkin.	Представление контента, полученного в ходе исследования DICOM-изображений. Исследование состоит из набора серий, каждая из которых включает набор экземпляров пар «услуга-объект» (экземпляры SOP — изображения или другие данные), полученных или созданных в общем контексте. Серия относится только к одной модальности (например, рентген, КТ, МРТ, ультразвук), но исследование может иметь несколько серий различных модальностей.	Representation of the content produced in a DICOM imaging study. A study comprises a set of series, each of which includes a set of Service-Object Pair Instances (SOP Instances - images or other data) acquired or produced in a common context. A series is of only one modality (e.g. X-ray, CT, MR, ultrasound), but a study may have multiple series of different modalities.
Immunization	Bemor, klinisyen yoki boshqa tomon xabar berganidek, bemorga vaktsina qo'llanilgan voqea yoki emlash rekordini tavsiflaydi.	Описывает событие, связанное с введением пациенту вакцины, или запись об иммунизации, сообщенную пациентом, врачом или другой стороной.	Describes the event of a patient being administered a vaccine or a record of an immunization as reported by a patient, a clinician or another party.
ImmunizationEvaluation	"Ma'muriyat ushbu tavsiyalarga nisbatan ""haqiqiy"" yoki yo'qligini aniqlash uchun emlash hodisasini nashr etilgan tavsiyalar bilan taqqoslashni tavsiflaydi."	Описывает сравнение мероприятия по иммунизации с опубликованными рекомендациями для определения того, является ли вакцинация «действительной» по отношению к этим рекомендациям.	"Describes a comparison of an immunization event against published recommendations to determine if the administration is ""valid"" in relation to those recommendations."
ImmunizationRecommendation	Bemorning ixtiyoriy qo'llab-quvvatlovchi asosli e'lon qilingan jadvalga muvofiq o'z vaqtida tavsiyalar to'plami (ya'ni prognozlash).	Набор рекомендаций (т. е. прогнозирование) для пациента на определенный момент времени в соответствии с опубликованным графиком с дополнительным обоснованием.	A patient's point-in-time set of recommendations (i.e. forecasting) according to a published schedule with optional supporting justification.
ImplementationGuide	Muayyan o'zaro muvofiqlik yoki standartlar muammosi qanday hal qilinishiga oid qoidalar to'plami - odatda FHIR resurslaridan foydalanish orqali. Ushbu resurs amaldagi qo'llanmaning barcha qismlarini mantiqiy yaxlitlikka to'plash va barcha qismlarning hisoblab chiqiladigan ta'rifini nashr qilish uchun ishlatiladi.	Набор правил того, как решается конкретная проблема взаимодействия или стандартов — обычно с помощью ресурсов FHIR. Этот ресурс используется для объединения всех частей руководства по внедрению в логическое целое и публикации вычислимого определения всех частей.	A set of rules of how a particular interoperability or standards problem is solved - typically through the use of FHIR resources. This resource is used to gather all the parts of an implementation guide into a logical whole and to publish a computable definition of all the parts.
Ingredient	Ishlab chiqarilgan mahsulot yoki farmatsevtika mahsulotining tarkibiy qismi.	Ингредиент промышленного изделия или фармацевтического продукта.	An ingredient of a manufactured item or pharmaceutical product.
InsurancePlan	Tashkilot tomonidan taqdim etilgan Sog'liqni saqlash sug'urtasi mahsuloti/rejasi tafsilotlari.	Подробная информация о продукте/плане медицинского страхования, предоставляемом организацией.	Details of a Health Insurance product/plan provided by an organization.
InventoryItem	inventarizatsiya va ta'minot bilan bog'liq ish oqimlarida ishlatiladigan inventar ob'ektining funktsional tavsifi.	функциональное описание элемента инвентаря, используемого в рабочих процессах, связанных с инвентаризацией и поставками.	functional description of an inventory item used in inventory and supply-related workflows.
InventoryReport	Inventarizatsiya yoki zaxira buyumlari to'g'risidagi hisobot.	Отчет об инвентаризации или остатках на складе.	A report of inventory or stock items.
Invoice	Hisob-kitob qilish maqsadida hisoblangan individual va umumiy narx bilan hisobdan yig‘ilgan ChargeItemsni o‘z ichiga olgan invoys.	Счет-фактура, содержащий собранные ChargeItems со счета с рассчитанной индивидуальной и общей ценой для целей выставления счета.	Invoice containing collected ChargeItems from an Account with calculated individual and total price for Billing purpose.
Library	Kutubxona resursi bilim aktivlari taʼriflari uchun umumiy maqsadli konteynerdir. Undan mantiqiy kutubxonalar va axborot modeli tavsiflari kabi mavjud bilim aktivlarini tavsiflash va ochish, shuningdek, bilim aktivlari to‘plamini tavsiflash uchun foydalanish mumkin.	Ресурс Library — это универсальный контейнер для определений активов знаний. Его можно использовать для описания и раскрытия существующих активов знаний, таких как библиотеки логики и описания информационных моделей, а также для описания коллекции активов знаний.	The Library resource is a general-purpose container for knowledge asset definitions. It can be used to describe and expose existing knowledge assets such as logic libraries and information model descriptions, as well as to describe a collection of knowledge assets.
Linkage	"Ikki yoki undan ortiq yozuvlarni (resurs misollari) aniqlaydi, ular bir xil real dunyo ""voqea""ga ishora qiladi."	Идентифицирует две или более записей (экземпляров ресурсов), которые относятся к одному и тому же реальному «событию».	"Identifies two or more records (resource instances) that refer to the same real-world ""occurrence""."
List	Roʻyxat – muammolar roʻyxati, allergiya roʻyxati, obʼyektlar roʻyxati, tashkilotlar roʻyxati va boshqalar uchun moʻljallangan resurslar toʻplami.	Список — это тщательно подобранная коллекция ресурсов, например, списки проблем, списки аллергий, списки учреждений, списки организаций и т. д.	A List is a curated collection of resources, for things such as problem lists, allergy lists, facility list, organization list, etc.
Location	Xizmatlar taqdim etiladigan joy va resurslar va ishtirokchilar saqlanishi, topilishi, saqlanishi yoki joylashtirilishi mumkin bo'lgan joy uchun tafsilotlar va joylashuv ma'lumotlari.	Подробная информация и местоположение места, где предоставляются услуги, а также могут храниться, находиться, содержаться или размещаться ресурсы и участники.	Details and position information for a place where services are provided and resources and participants may be stored, found, contained, or accommodated.
ManufacturedItemDefinition	Qadoqlangan dorivor mahsulot tarkibidagi planshet yoki kapsula kabi dorivor mahsulotning ta'rifi va tavsifi.	Определение и характеристики лекарственного средства, например таблетки или капсулы, содержащегося в упакованном лекарственном средстве.	The definition and characteristics of a medicinal manufactured item, such as a tablet or capsule, as contained in a packaged medicinal product.
Measure	Measure resursi sifat o'lchovining ta'rifini beradi.	Ресурс «Мера» дает определение меры качества.	The Measure resource provides the definition of a quality measure.
MeasureReport	MeasureReport resursi o'lchovni hisoblash natijalarini o'z ichiga oladi; va ixtiyoriy ravishda ushbu hisob-kitobga jalb qilingan resurslarga havola.	Ресурс MeasureReport содержит результаты расчета меры и, при необходимости, ссылку на ресурсы, задействованные в этом расчете.	The MeasureReport resource contains the results of the calculation of a measure; and optionally a reference to the resources involved in that calculation.
Medication	Ushbu resurs birinchi navbatda dori vositalarini, shu jumladan ingredientlarni aniqlash va ta'riflash, dori-darmonlarni buyurish, tarqatish va yuborish, shuningdek, dori vositalaridan foydalanish to'g'risida bayonotlar berish uchun ishlatiladi.	Данный ресурс в первую очередь используется для идентификации и определения лекарственного средства, включая ингредиенты, в целях назначения, выдачи и применения лекарственного средства, а также для составления заявлений об использовании лекарственного средства.	This resource is primarily used for the identification and definition of a medication, including ingredients, for the purposes of prescribing, dispensing, and administering a medication as well as for making statements about medication use.
MedicationAdministration	Bemorning dori-darmonlarni iste'mol qilish yoki boshqa usulda qo'llash hodisasini tasvirlaydi. Bu planshetni yutish kabi oddiy bo'lishi mumkin yoki bu uzoq davom etadigan infuzion bo'lishi mumkin. Tegishli manbalar ushbu hodisani ruxsat beruvchi retsept va bemor va sog'liqni saqlash amaliyotchisi o'rtasidagi aniq uchrashuv bilan bog'laydi. Ushbu hodisa, shuningdek, bajarilmagan holati va tegishli status Sababini ishlatib, chiqindilarni yozib olish uchun ishlatilishi mumkin.	Описывает событие, когда пациент потребляет или иным образом получает лекарство. Это может быть простое проглатывание таблетки или длительная инфузия. Связанные ресурсы связывают это событие с авторизованным рецептом и конкретной встречей между пациентом и врачом. Это событие также можно использовать для записи отходов с использованием статуса не выполнено и соответствующего statusReason.	Describes the event of a patient consuming or otherwise being administered a medication. This may be as simple as swallowing a tablet or it may be a long running infusion. Related resources tie this event to the authorizing prescription, and the specific encounter between patient and health care practitioner. This event can also be used to record waste using a status of not-done and the appropriate statusReason.
MedicationDispense	Dori-darmon mahsuloti nomi ko'rsatilgan shaxs/bemor uchun berilishi kerakligini yoki tarqatilganligini ko'rsatadi. Bunga taqdim etilgan dori-darmon mahsuloti (ta'minot) tavsifi va dori-darmonlarni qo'llash bo'yicha ko'rsatmalar kiradi. Dori tarqatish dorixona tizimining dori buyurtmasiga javob berishi natijasidir.	Указывает, что лекарственный продукт должен быть или был выдан указанному лицу/пациенту. Это включает описание предоставленного лекарственного продукта (поставки) и инструкции по приему лекарства. Выдача лекарства является результатом ответа аптечной системы на заказ лекарства.	Indicates that a medication product is to be or has been dispensed for a named person/patient. This includes a description of the medication product (supply) provided and the instructions for administering the medication. The medication dispense is the result of a pharmacy system responding to a medication order.
MedicationKnowledge	Bilimlarni qo'llab-quvvatlash uchun ishlatiladigan dori haqida ma'lumot.	Информация о лекарстве, используемом для поддержки знаний.	Information about a medication that is used to support knowledge.
MedicationRequest	"Dori-darmonlarni etkazib berish uchun buyurtma yoki so'rov va bemorga dori-darmonlarni yuborish bo'yicha ko'rsatmalar. Resurs statsionar va ambulatoriya sharoitida foydalanishni umumlashtirish, shu jumladan parvarish rejalari va hokazolar va ish jarayoni naqshlari bilan uyg'unlashtirish uchun ""MedicationRequest"" yoki ""MedicationOrder"" emas, balki ""MedicationRequest"" deb nomlanadi."	Заказ или запрос на поставку лекарства и инструкции по его назначению пациенту. Ресурс называется «MedicationRequest», а не «MedicationPrescription» или «MedicationOrder», чтобы обобщить использование в стационарных и амбулаторных условиях, включая планы лечения и т. д., а также согласовать с шаблонами рабочего процесса.	"An order or request for both supply of the medication and the instructions for administration of the medication to a patient. The resource is called ""MedicationRequest"" rather than ""MedicationPrescription"" or ""MedicationOrder"" to generalize the use across inpatient and outpatient settings, including care plans, etc., and to harmonize with workflow patterns."
MedicationStatement	Bemor tomonidan iste'mol qilinadigan dori yozuvi. Dori-darmon bayonoti bemor hozir dori-darmonlarni qabul qilishini yoki o'tmishda dori-darmonlarni qabul qilganligini yoki kelajakda dori-darmonlarni qabul qilishini ko'rsatishi mumkin. Ushbu ma'lumot manbai bemor, boshqa muhim (masalan, oila a'zosi yoki turmush o'rtog'i) yoki klinisyen bo'lishi mumkin. Ushbu ma'lumotni olishning umumiy stsenariysi bemorga tashrif buyurish yoki qolish paytida tarixni olish jarayonidir. Dori haqidagi ma'lumotlar bemor xotirasi kabi manbalardan, retsept bo'yicha ko'rsatilgan shishadan yoki bemor, klinisyen yoki boshqa tomon yuritadigan dori-darmonlar ro'yxatidan olinishi mumkin.	Запись о лекарстве, которое принимает пациент. MedicationStatement может указывать на то, что пациент может принимать лекарство в настоящее время или принимал лекарство в прошлом или будет принимать лекарство в будущем. Источником этой информации может быть пациент, близкий ему человек (например, член семьи или супруг) или врач. Обычный сценарий, когда эта информация собирается, — это процесс сбора анамнеза во время визита или пребывания пациента. Информация о лекарстве может поступать из таких источников, как память пациента, флакон с рецептом или список лекарств, которые ведет пациент, врач или другая сторона.	A record of a medication that is being consumed by a patient. A MedicationStatement may indicate that the patient may be taking the medication now or has taken the medication in the past or will be taking the medication in the future. The source of this information can be the patient, significant other (such as a family member or spouse), or a clinician. A common scenario where this information is captured is during the history taking process during a patient visit or stay. The medication information may come from sources such as the patient's memory, from a prescription bottle, or from a list of medications the patient, clinician or other party maintains.
MedicinalProductDefinition	Dorivor mahsulotning batafsil ta'rifi, odatda bemorni bevosita parvarish qilishdan boshqa maqsadlarda foydalanish uchun (masalan, tartibga soluvchi foydalanish, dori-darmonlar kataloglari, retseptlashni qo'llab-quvvatlash, nojo'ya ta'sirlarni boshqarish va h.k.).	Подробное определение лекарственного средства, как правило, для использования, отличного от непосредственного ухода за пациентами (например, нормативное использование, каталоги лекарственных средств, для обоснования назначения лекарств, управления нежелательными явлениями и т. д.).	Detailed definition of a medicinal product, typically for uses other than direct patient care (e.g. regulatory use, drug catalogs, to support prescribing, adverse events management etc.).
MessageDefinition	Tizimlar oʻrtasida boʻlishish mumkin boʻlgan xabarning xususiyatlarini, shu jumladan xabarni boshlaydigan hodisa turini, uzatiladigan tarkibni va agar mavjud boʻlsa, qanday javob(lar)ga ruxsat berilishini belgilaydi.	Определяет характеристики сообщения, которые могут передаваться между системами, включая тип события, инициирующего сообщение, передаваемое содержимое и разрешенные ответы (если таковые имеются).	Defines the characteristics of a message that can be shared between systems, including the type of event that initiates the message, the content to be transmitted and what response(s), if any, are permitted.
MessageHeader	Harakatni so'ragan yoki unga javob beradigan xabar almashinuvi sarlavhasi. Amal mavzusi boʻlgan havola(lar) hamda harakatga tegishli boshqa maʼlumotlar odatda MessageHeader resurs namunasi toʻplamdagi birinchi resurs boʻlgan toʻplamda uzatiladi.	Заголовок для обмена сообщениями, который либо запрашивает, либо отвечает на действие. Ссылки, которые являются предметом действия, а также другая информация, связанная с действием, обычно передаются в пакете, в котором экземпляр ресурса MessageHeader является первым ресурсом в пакете.	The header for a message exchange that is either requesting or responding to an action. The reference(s) that are the subject of the action as well as other information related to the action are typically transmitted in a bundle in which the MessageHeader resource instance is the first resource in the bundle.
MolecularSequence	Molekulyar ketma-ketlikning tasviri.	Представление молекулярной последовательности.	Representation of a molecular sequence.
NamingSystem	"Kontseptsiyalarni, odamlarni, qurilmalarni va hokazolarni identifikatsiyalash uchun ushbu nom maydoni ichida noyob belgilar chiqaradigan tanlangan nomlar maydoni. Identifikator va kodlash ma'lumotlar turlarida ishlatiladigan ""Tizim"" ni ifodalaydi."	Курируемое пространство имен, которое выдает уникальные символы в пределах этого пространства имен для идентификации концепций, людей, устройств и т. д. Представляет собой «Систему», используемую в типах данных «Идентификатор» и «Кодирование».	"A curated namespace that issues unique symbols within that namespace for the identification of concepts, people, devices, etc. Represents a ""System"" used within the Identifier and Coding data types."
NutritionIntake	Bemor tomonidan iste'mol qilinadigan oziq-ovqat yoki suyuqlik yozuvi. NutritionIntake bemor hozir oziq-ovqat yoki suyuqlik iste'mol qilishi yoki o'tmishda oziq-ovqat yoki suyuqlik iste'mol qilganligini ko'rsatishi mumkin. Ushbu ma'lumot manbai bemor, boshqa muhim (masalan, oila a'zosi yoki turmush o'rtog'i) yoki klinisyen bo'lishi mumkin. Ushbu ma'lumot olinadigan umumiy stsenariy bemor tashrifi yoki qolish paytida yoki iste'mol qilingan oziq-ovqat yoki suyuqliklarni kuzatuvchi ilova orqali tarixni olish jarayonida. Iste'mol ma'lumotlari bemor xotirasi, ovqatlanish yorlig'i yoki kuzatilgan qabul qilinganligini hujjatlashtirgan klinisyendan olingan bo'lishi mumkin.	Запись о еде или жидкости, потребляемой пациентом. NutritionIntake может указывать на то, что пациент может потреблять пищу или жидкость в настоящее время или потреблял пищу или жидкость в прошлом. Источником этой информации может быть пациент, близкий ему человек (например, член семьи или супруг) или врач. Обычный сценарий, когда эта информация собирается, — это процесс сбора анамнеза во время визита или пребывания пациента или через приложение, которое отслеживает потребляемую пищу или жидкости. Информация о потреблении может поступать из таких источников, как память пациента, этикетка с питанием или от врача, документирующего наблюдаемое потребление.	A record of food or fluid that is being consumed by a patient. A NutritionIntake may indicate that the patient may be consuming the food or fluid now or has consumed the food or fluid in the past. The source of this information can be the patient, significant other (such as a family member or spouse), or a clinician. A common scenario where this information is captured is during the history taking process during a patient visit or stay or through an app that tracks food or fluids consumed. The consumption information may come from sources such as the patient's memory, from a nutrition label, or from a clinician documenting observed intake.
NutritionOrder	Bemorga/rezidentga dieta, formulali oziqlantirish (enteral) yoki og'iz orqali yuboriladigan ozuqaviy qo'shimchalarni yetkazib berish so'rovi.	Запрос на поставку диетического питания, смеси для энтерального питания или пероральной пищевой добавки пациенту/резиденту.	A request to supply a diet, formula feeding (enteral) or oral nutritional supplement to a patient/resident.
NutritionProduct	Bemorlar tomonidan iste'mol qilinadigan oziq-ovqat yoki qo'shimcha.	Пища или добавка, потребляемая пациентами.	A food or supplement that is consumed by patients.
