CODE	UZ	RU	EN
2131.23	Ixtiopatolog 	Ихтиопатолог 	Ichthyoptoplogue 
2131.24	Mikolog 	Миколог 	Micologist 
2131.25	Mikrobiolog 	Микробиолог 	Microbiologist 
2131.26	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2131.27	Ilmiy xodim 	Научный сотрудник 	Research associate 
2131.28	Radiolog	Радиолог	Radiologist
2131.29	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2131.30	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research fellow 
2131.31	Toksikolog 	Токсиколог 	Toxicologist 
2131.32	Chorva importi boʼyicha idora vakili 	Уполномоченный конторы по импорту скота 	Authorized Bureau of Cattle Import 
2131.33	Farmakolog 	Фармаколог 	Pharmacologist 
2131.34	Fiziolog 	Физиолог 	Physiologist 
2131.35	Fitogelьmintolog	Фитогельминтолог	Phytogelminthologist
2131.36	Fitopatolog 	Фитопатолог 	Phytopathologist 
2131.37	Fumigator	Фумигатор	Fumigator
2131.38	Entomolog 	Энтомолог 	Entomologist 
2132	Qishloq, o‘rmon va baliqchilik sohasidagi mutaxassislar (maslahatchilar)	Специалисты (консультанты) в области сельского, лесного и рыбного хозяйства	Specialists (consultants) in the field of agriculture, forestry and fisheries
2132.1	Qishloq, oʼrmon xoʼjaligi melioratori 	Агролесомелиоратор 	Agroforestry Consultant 
2132.2	Аgronom 	Агроном 	Agron 
2132.3	Qishloq xoʼjalik ekinlari navlarini sinovdan oʼtkazishning sifatini baholash boʼyicha laboratoriya agronomi 	Агроном лаборатории по оценке качества испытываемых сортов сельскохозяйственных культур 	Agronomy laboratory for quality assessment of tested crop varieties 
2132.4	Аgrokimyogar	Агрохимик 	Chemist 
2132.5	Аgrokimyogar-eksperimentator 	Агрохимик-экспериментатор 	Experimental Chemist 
2132.6	Gidrogeoekolog 	Гидрогеоэколог 	Hydrogeologist 
2132.7	Davlat inspektori 	Государственный инспектор 	State Inspector 
2132.8	Yer oʼlchovchi 	Землемер 	Ground Grounder 
2132.9	Zootexnik 	Зоотехник 	Zootechnics 
2132.10	Boʼlinma (majmua, qishloq xoʼjaligi uchastkasi, ferma) zootexnigi 	Зоотехник отделения (комплекса, сельскохозяйственного участка, фермы) 	Animal Health Department (complex, agricultural plot, farms) 
2132.11	Qorakoʼlchilik zootexnigi 	Зоотехник по каракулеводству 	Animal Caruculology Technician 
2132.12	Mahsulot sifatini nazorat etish boʼyicha zootexnik 	Зоотехник по контролю качества продукции 	Animal Product Quality Control Technician 
2132.13	Аsalarichilik boʼyicha zootexnik 	Зоотехник по пчеловодству 	Beekeeping Animal Health 
2132.14	Zootexnik-veterinar 	Зоотехник-ветеринар 	Veterinary surgeon 
2132.15	Zootexnik parrandashunos 	Зоотехник-птицевод 	Poultry zootechnologist 
2132.16	Baliqchi-zootexnik 	Зоотехник-рыбовод 	Fish farmer 
2132.17	Selektsioner-zootexnik 	Зоотехник-селекционер 	Zootechnician-selector 
2132.18	Yer resurslari inventarizatori 	Инвентаризатор по земельным ресурсам 	Land Inventory Officer 
2132.19	Suv kadastri muhandisi 	Инженер водного кадастра 	Water inventory engineer 
2132.20	Tuproq laboratoriyasi muhandisi 	Инженер лаборатории почвенной 	Soil Laboratory Engineer 
2132.21	Oʼrmon xoʼjaligi muhandisi 	Инженер лесного хозяйства 	Forestry engineer 
2132.22	Oʼrmon kadastrini yuritish boʼyicha muhandis 	Инженер по ведению лесного кадастра 	Forest Cadastre Maintenance Engineer 
2132.23	Yer tuzish boʼyicha muhandis 	Инженер по землеустройству 	Land Engineer 
2132.24	Oʼrmonni tiklash boʼyicha muhandis 	Инженер по лесовосстановлению 	Reforestation engineer 
2132.25	Daraxtlarni tayyorlash va qayta ishlash boʼyicha muhandis 	Инженер по лесозаготовкам и переработке 	Timber and Processing Engineer 
2132.26	Oʼrmondan foydalanish boʼyicha muhandis 	Инженер по лесопользованию 	Forest Engineer 
2132.27	Oilaviy oʼrmon xoʼjaligi muhandisi 	Инженер по лесосеменному хозяйству 	Timber Seed Engineer 
2132.28	Oʼrmon xomashyosi zahiralari boʼyicha muhandis 	Инженер по лесосырьевым ресурсам 	Forest Health Engineer 
2132.29	Melioratsiya boʼyicha muhandis 	Инженер по мелиорации 	Refinement engineer 
2132.30	Uzluksiz oʼrmon qurilish boʼyicha muhandis 	Инженер по непрерывному лесоустройству 	Continuous Forest Engineer 
2132.31	Ov xoʼjaligi boʼyicha muhandis 	Инженер по охотничьему хозяйству 	Hunting Farm Engineer 
2132.32	Oʼrmonni saqlash va himoya qilish boʼyicha muhandis 	Инженер по охране и защите леса 	Engineer for forest protection and conservation 
2132.33	Yordamchi qishloq xoʼjaligi va ikkinchi darajali oʼrmondan foydalanish huquqi boʼyicha muhandis 	Инженер по побочному пользованию лесом и подсобному сельскому хозяйству 	Forestry and Agricultural Assistant Engineer 
2132.34	Qishloq xoʼjaligi korxonalaridan foydalanish boʼyicha muhandis 	Инженер по эксплуатации сельскохозяйственного предприятия 	Agricultural Operations Engineer 
2132.35	Suv resurslari muhofazasi va oqava suvlarni tozalash boʼyicha muhandis-inspektor 	Инженер-инспектор по охране водных ресурсов и очистке сточных вод 	Water Protection and Wastewater Treatment Engineer 
2132.36	Muhandis-lesopatolog 	Инженер-лесопатолог 	Forest Engineer 
2132.37	Taksator (qatʼiy baholovchi)-muhandis 	Инженер-таксатор 	Taxidermist 
2132.38	Qishloq xoʼjalik ekinlari navlarini sinovdan oʼtkazishning sifatini baholash boʼyicha laboratoriya muhandis-texnologi 	Инженер-технолог лаборатории по оценке качества испытываемых сортов сельскохозяйственных культур 	Laboratory engineer for quality assessment of tested crop varieties 
2132.39	Maslahatchi 	Консультант 	Consultant 
2132.40	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2132.41	Ilmiy xodim 	Научный сотрудник 	Research associate 
2132.42	Ovchi 	Охотовед 	Hunting 
2132.43	Oʼrmon uchastkasi mudiri yordamchisi 	Помощник лесничего 	Foreman 
2132.44	Davlat organi rahari yordamchisi 	Помощник руководителя государственного органа 	Assistant to the head of a public authority 
2132.45	Tuproqshunos 	Почвовед 	Soil engineer 
2132.46	Qishloq xoʼjaligi texnikasi loyihalovchi-konstruktori 	Проектировщик-конструктор сельскохозяйственной техники 	Agricultural Engineering Engineer 
2132.47	Baliqshunos 	Рыбовод 	Fish farmer 
2132.48	Mutaxassis 	Специалист 	Specialist 
2132.49	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2132.50	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research fellow 
2132.51	Ekspert 	Эксперт 	Expert 
2132.52	Entofitopatolog 	Энтофитопатолог 	Entomologist 
2133	Atrof-muhit muxofazasi bo‘yicha professional-mutaxassislar	Специалисты по охране окружающей среды	Environmental protection professionals
2133.1	Аgroekolog 	Агроэколог 	Agronomist 
2133.2	Davlat inspektori 	Государственный инспектор 	State Inspector 
2133.3	Safarbarlik ishlari va fuqaro muhofazasi boʼyicha muhandis 	Инженер по мобилизационной работе и гражданской защиты 	Mobilization and Civil Protection Engineer 
2133.4	Safarbarlik ishlari va favqulodda vaziyatlar boʼyicha muhandis 	Инженер по мобилизационной работе и чрезвычайным ситуациям 	Mobilization and emergency engineer 
2133.5	Muhandis-ekolog 	Инженер-эколог 	Environmental engineer 
2133.6	Maslahatchi 	Консультант 	Consultant 
2133.7	Usta kutqaruvchi	Мастер спасатель	Rescue Wizard
2133.8	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2133.9	Ilmiy xodim 	Научный сотрудник 	Research associate 
2133.10	Davlat organi rahari yordamchisi 	Помощник руководителя государственного органа 	Assistant to the head of a public authority 
2133.11	Oʼt oʼchiruvchi-kutqaruvchi 	Спасатель-пожарный	Fire Rescue
2133.12	Mutaxassis 	Специалист 	Specialist 
2133.13	Inson va atrof-muhitning radiatsiyaviy xafsizligini taʼminlash boʼyicha mutaxassis 	Специалист по обеспечению радиационной безопасности человека и окружающей среды 	Radiation safety specialist for human and environmental protection 
2133.14	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2133.15	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research fellow 
2133.16	Katta ekolog 	Старший эколог 	Senior Ecologist 
2133.17	Ekolog 	Эколог 	Ecologist 
2133.18	Ekolog-valeolog 	Эколог-валеолог 	Ecologist 
2133.19	Ekspert 	Эксперт 	Expert 
2141	Elektrotexniklardan tashqari texnika sohasidagi professional-mutaxassislar. Ishlab chiqarishning texnologik jarayonlari, sifat nazorati, jadval, mehnatni tartibga solish, metrologiya va shunga o‘xshash sohalardagi boshqa muhandislar	Профессиональные специалисты в области техники, кроме техников-электриков. Прочие инженеры в технологических процессах производства, контроле качества, планировании, нормировании труда, метрологии и аналогичных областях.	Professionals in technical fields other than electrical engineers. Other engineers in the fields of production processes, quality control, scheduling, labor regulation, metrology, and similar fields
2141.1	Gʼovvoslik boʼyicha mutaxassis 	Водолазный специалист 	Diver 
2141.2	Dispetcher 	Диспетчер 	Manager 
2141.3	Halokat-tiklash xizmati dispetcheri 	Диспетчер аварийно-восстановительной службы 	Emergency Response Manager 
2141.4	Muhandis 	Инженер 	Engineer 
2141.5	Ishlab chiqarishni tayyorlash boʼlimi muhandisi 	Инженер отдела подготовки производства 	Production Preparation Engineer 
2141.6	Tabiiy tolani birlamchi qayta ishlash (turlari boʼyicha) boʼyicha muhandis 	Инженер первичной обработки натуральных волокон (по видам) 	Engineer of primary processing of natural fibers (by types) 
2141.7	Paxtani birlamchi qayta ishlash va urugʼlarni tayyorlash muhandisi 	Инженер первичной обработки хлопка и подготовки семян 	Cotton Primary and Seed Processing Engineer 
2141.8	Аvariya-qutqaruv ishlari muhandisi 	Инженер по аварийно-спасательным работам 	Emergency Relief Engineer 
2141.9	Yoʼl harakati ishtirokchisi boʼlgan transport vositalariga ruhsat boʼyicha muhandis 	Инженер по допуску транспортных средств к участию в дорожном движении 	Vehicle Traffic Approval Engineer 
2141.10	Inshoat va qurilmalarni invetarizatsiyalash boʼyicha muhandis 	Инженер по инвентаризации строений и сооружений 	Buildings and Facilities Inventory Engineer 
2141.11	Mnejmentning integrtsiyalashgan tizimi boʼyicha muhandis (MIT)	Инженер по интегрированной системе менеджмента (ИСМ)	Integrated Management System (IMS) Engineer
2141.12	Sifat boʼyicha muhandis 	Инженер по качеству 	Quality engineer 
2141.13	Moddiy-texnik taʼminot boʼyicha muhandis 	Инженер по материально-техническому снабжению 	Logistics Engineer 
2141.14	Metrologiya boʼyicha muhandis 	Инженер по метрологии 	Metrology Engineer 
2141.15	Issiqlik va issiq suv taʼminoti tizimlarida metrologiya boʼyicha muxandisi	Инженер по метрологии в системах отопления и горячего водоснабжения 	Metrology Engineer in Heating and Hot Water Systems 
2141.16	Koʼpriklar chiqarish muhandisi	Инженер по мостам	Bridge engineer
2141.17	Buzilmaydigan nazorat muhandis	Инженер по неразрушающему контролю	Non-destructive Testing Engineer
2141.18	Moddiy-texnik zahiralarni meʼyorlash boʼyicha muhandis 	Инженер по нормированию материально-технических ресурсов 	Logistics Rationalization Engineer 
2141.19	Mehnatni meʼyorlash boʼyicha muhandis 	Инженер по нормированию труда 	Labor Regulation Engineer 
2141.20	Favqulodda vaziyatlarda aholi xavfsizligini taʼminlash boʼyicha muhandis 	Инженер по обеспечению безопасности населения в чрезвычайных ситуациях 	Emergency Public Safety Engineer 
2141.21	Mehnatni tashkil etish va meʼyorlash boʼyicha muhandis 	Инженер по организации и нормированию труда 	Organization and Regulation Engineer 
2141.22	Mehnatni tashkil etish boʼyicha muhandis 	Инженер по организации труда 	Labor Engineering 
2141.23	Ishlab chiqarish jarayonlarini tashkil etish boʼyicha muhandis 	Инженер по организации управления производством 	Production Management Organization Engineer 
2141.24	Patent va kashfiyotchilik ishi boʼyicha muhandis 	Инженер по патентной и изобретательской работе 	Patent and Invention Engineer 
2141.25	Rejalashtirish boʼyicha muhandis 	Инженер по планированию 	Planning engineer 
2141.26	Gaz transporti tizimi ishlarini rejalash, tahlil etish, optimallash boʼyicha muhandis 	Инженер по планированию, оптимизации и анализу работы газотранспортной системы 	Engineer for planning, optimization and analysis of the gas transportation system 
2141.27	Ishlab chiqarishni tayyorlash boʼyicha muhandis 	Инженер по подготовке производства 	Production Preparation Engineer 
2141.28	Favqulotda holatlarning oldini olish, profilaktikasi va fuqaro muhofazasi bӯyicha muhandis	Инженер по предотвращению, профилактике чрезвычайных ситуаций и гражданской защите	Emergency Prevention, Prevention and Civil Protection Engineer
2141.29	Ishlab chikarish nazorati boʼyicha muhandis	Инженер по производственному контролю	Production Control Engineer
2141.30	Sanoat xavfsizligi boʼyicha muhandis 	Инженер по промышленной безопасности 	Industrial safety engineer 
2141.31	Sanoat va yongʼin xavfsizligi boʼyicha muhandis 	Инженер по промышленной и пожарной безопасности 	Industrial and Fire Safety Engineer 
2141.32	Sertifikatsiya boʼyicha muhandis 	Инженер по сертификации 	Certification engineer 
2141.33	Sertifikatlashtirish va parvoz xavfsizligi boʼyicha muhandisi 	Инженер по сертификации и безопасности полетов 	Certification and Flight Safety Engineer 
2141.34	Standartlashtirish boʼyicha muhandis 	Инженер по стандартизации 	Standardization Engineer 
2141.35	Standartlashtirish va sertifikatsiyalashtirish boʼyicha muhandis 	Инженер по стандартизации и сертификации 	Standardization and certification engineer 
2141.36	Mehnat jarayonlarini standartlashtirish boʼyicha muhandis 	Инженер по стандартизации трудовых процессов 	Labor Process Standardization Engineer 
2141.37	Muhandis-geotexnolog 	Инженер-геотехнолог 	Geotechnical Engineer 
2141.38	Parvoz xavfsizligi boʼyicha muhandis-inspektor 	Инженер-инспектор по безопасности полетов 	Aviation Safety Engineer 
2141.39	Parvozlar havfsizligi bort muhandis-inspektori 	Инженер-инспектор по безопасности полетов бортовой 	Flight Safety Engineer 
2141.40	Muhandis-tadqiqotchi 	Инженер-исследователь 	Research Engineer 
2141.41	Muhandis-tekshiruvchi 	Инженер-контролер 	Control engineer 
2141.42	Muhandis-metallshunos 	Инженер-металловед 	Metal engineer 
2141.43	Muhandis-metallurg 	Инженер-металлург 	Metallurgical engineer 
2141.44	Muhandis-meʼyorlovchi 	Инженер-нормировщик 	Control engineer 
2141.45	Muhandis-texnolog 	Инженер-технолог 	Engineering 
2141.46	Standartlash boʼyicha muhandis-texnolog	Инженер-технолог по стандартизации	Standardization Engineering Engineer
2141.47	Rezino-texnikali mahsulotlarni ishlab chiqarish boʼyicha muhandis-texnolog 	Инженер-технолог производства резинотехнических изделий 	Technical engineer for rubber products 
2141.48	Muhandis-texnolog-meʼyorlovchi 	Инженер-технолог-нормировщик 	Engineering Engineer 
2141.49	Muhandis-ergonomist 	Инженер-эргономист 	Ergonomist engineer 
2141.50	Ekspluatatsiya qilish, ishlab chiqarish-texnik va tashkiliy masalalar boʼyicha yoʼriqchi 	Инструктор по эксплуатационным, производственно-техническим и организационным вопросам 	Operational, production and organizational trainer 
2141.51	Smenali mayda tortilgan oq un tayyorlovchi 	Крупчатник сменный 	Spare Sucker 
2141.52	Smenali yorma tayyorlovchi 	Крупянщик сменный 	Croupier 
2141.53	Ishlab chiqarishdagi fizik omillarni oʼlchash boʼyicha laborant 	Лаборант по измерениям физических производственных факторов 	Laboratory for Physical Factors of Production 
2141.54	Metrolog 	Метролог 	Metrologist 
2141.55	Meʼyorlovchi (normalovchi) 	Нормировщик 	Rationer 
2141.56	Mutaxassis 	Специалист 	Specialist 
2141.57	Аkkreditatsiya boʼyicha mutaxassis	Специалист по аккредитации	Accreditation specialist
2141.58	Daʼvo-dalil ishlari boʼyicha mutaxassis 	Специалист по актово-претензионной работе 	Specialist in Acting and Claims 
2141.59	Paxta tolasi, lintni tasniflash boʼyicha mutaxassis (klasser) 	Специалист по классификации хлопкового волокна, линта (классер) 	Cotton Fiber Classification Specialist, Lint (classer) 
2141.60	Lizing operatsiyalari boʼyicha mutaxassis 	Специалист по лизинговым операциям 	Leasing Operations Specialist 
2141.61	Litsinziyalash boʼyicha mutaxassis 	Специалист по лицензированию 	Licensing Officer 
2141.62	Sotuvdan keyingi xizmat boʼyicha mutaxassis 	Специалист по послепродажному обслуживанию 	After-sales service specialist 
2141.63	Sertifikatsiya boʼyicha mutaxassis 	Специалист по сертификации 	Certification Specialist 
2141.64	Texnik sanoqdan oʼtkazish boʼyicha mutaxassis 	Специалист по технической инвентаризации 	Technical Inventory Specialist 
2141.65	Loyiha mutaxassisi 	Специалист проекта 	Project Specialist 
2141.66	Sud eksperti 	Судебный эксперт 	Forensic 
2141.67	Sud ekspert-mutaxassisi (ekspert) 	Судебный эксперт-специалист (эксперт) 	Forensic expert (expert) 
2141.68	Sud ekspert-amaliyotchi 	Судебный эксперт-стажер 	Forensic Associate 
2141.69	Ishlab chiqarish muhandisi	Технолог производства	Manufacturing technologist
2141.70	Etalonlarni saqlovchi 	Хранитель эталонов 	Reference Keeper 
2142	Sanoat va fuqarolik qurilishlari muhandislari	Промышленное и гражданское строительство	Industrial and civil engineers
2142.1	Gidrotexnik 	Гидротехник 	Hydrotechnics 
2142.2	Muhandis 	Инженер 	Engineer 
2142.3	Yoʼl boʼlimi muhandisi 	Инженер отдела пути 	Route Engineer 
2142.4	Ventilyatsiya boʼyicha muhandis 	Инженер по вентиляции 	Ventilation engineer 
2142.5	Minora qurish boʼyicha muhandis 	Инженер по вышкостроению 	Training engineer 
2142.6	Qurilma va inshootlarni inventarizatsiya qilish muhandis 	Инженер по инветаризации строений и сооружений 	Engineering Engineer for Buildings and Structures 
2142.7	Kapital qurilish boʼyicha muhandis 	Инженер по капитальному строительству 	Capital Engineering 
2142.8	Kommunal infratuzilma boʼyicha muhandis	Инженер по коммунальной инфраструктуре 	Community Infrastructure Engineer 
2142.9	Loyiha ishlarini muvofiqlashtirish boʼyicha muhandis	Инженер по координации проектных работ	Design Coordination Engineer
2142.10	Qurilish nazorati boʼyicha muhandis 	Инженер по надзору за строительством 	Construction Supervision Engineer 
2142.11	Binoni kapital taʼmirlashni tashkil etish boʼyicha muhandis 	Инженер по организации капитального ремонта зданий 	Building Maintenance Engineer 
2142.12	Bino va inshootlarni taʼmirlash va ekspluatatsiya qilish boʼyicha muhandis 	Инженер по организации эксплуатации и ремонту зданий и сооружений 	Building and Maintenance Engineer 
2142.13	Ishlab chiqarish va kapital qurilish boʼyicha muhandis 	Инженер по производству и капитальному строительству 	Production and Capital Engineering 
2142.14	Bino va inshootlarni taʼmirlash boʼyicha muhandis 	Инженер по ремонту зданий и сооружений 	Building and Construction Engineer 
2142.15	Bino, inshootlar va jihozlarni taʼmirlash boʼyicha muxadis 	Инженер по ремонту оборудования, зданий и сооружений 	Equipment, buildings and installations engineer 
2142.16	Qurilish boʼyicha muhandis 	Инженер по строительству 	Construction engineer 
2142.17	Konstruktsiya qurilishi, muhandislik tizimi va maxsus uskunalar montaji boʼyicha muhandis 	Инженер по строительству конструкций, монтажу инженерных систем и специального оборудования 	Structural engineer, installation of engineering systems and special equipment 
2142.18	Qurilishda texnik nazorat boʼyicha muhandis 	Инженер по техническому надзору за строительством 	Construction Engineering Supervisor 
2142.19	Аerodromlardan foydalanish boʼyicha muhandis 	Инженер по эксплуатации аэродромов 	Airfield Operations Engineer 
2142.20	Suv oʼtkazuvchi-kanalizatsiya xoʼjaligini ekspluatatsiya qilish boʼyicha muhandis	Инженер по эксплуатации водопроводно-канализационного хозяйства 	Plumbing and Sewage Engineer 
2142.21	Turar-joy uylari va umumiy yotoqxonalardan foydalanish boʼyicha muhandis 	Инженер по эксплуатации зданий жилых домов и общежитий 	Residential and Dormitory Building Engineer 
2142.22	Binolardan foydalanish boʼyicha muhandis 	Инженер по эксплуатации здания 	Building Maintenance Engineer 
2142.23	Jihozlarni ekspluatatsiya qilish muhandisi 	Инженер по эксплуатации оборудования 	Equipment Operations Engineer 
2142.24	Suv taʼminoti va kanalizatsiya xoʼjaligining inshootlari va uskunalarini ekspluatatsiya qilish boʼyicha muhandis	Инженер по эксплуатации сооружений и оборудования водопроводно-канализационного хозяйства 	Plumbing and Sanitation Engineer 
2142.25	Loyiha-tadqiqot ishlari muhandisi	Инженер проектно-изыскательских работ	Engineering Engineer
2142.26	Muhandis-gidrotexnik 	Инженер-гидротехник 	Water Engineer 
2142.27	Koʼprik muhandis-inspektori 	Инженер-инспектор мостовой 	Bridge Engineer 
2142.28	Muhandis-loyihachi 	Инженер-проектировщик 	Design engineer 
2142.29	Muhandis-quruvchi 	Инженер-строитель 	Construction engineer 
2142.30	Koʼpriklar, tunellar va metropoliten (bino turlari boʼyicha) quruvchi-muhandis 	Инженер-строитель мостов, тоннелей и метрополитена (по типу сооружений) 	Engineer-builder of bridges, tunnels and metro (by type of structures) 
2142.31	Infratuzilma obʼektlari (bino turlari boʼyicha) quruvchi-muhandis 	Инженер-строитель объектов инфраструктуры (по типу сооружений) 	Infrastructure engineer (by type of facility) 
2142.32	Muhandis-texnolog 	Инженер-технолог 	Engineering 
2142.33	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2142.34	Ilmiy xodim 	Научный сотрудник 	Research associate 
2142.35	Kommunal infratuzilma va uy-joy kommunal xoʼjaligini boshqarish boʼyicha mutaxassis	Специалист по управлению коммунальной инфраструктурой и жилищно-коммунальным хозяйством	Specialist in the management of public infrastructure and housing
2142.36	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2142.37	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research fellow 
2142.38	Texnolog 	Технолог 	Technologist 
2142.39	Kommunal soha texnologi	Технолог коммунальной сферы	Community technologist
2143	Atrof-muhit muhofazasi buyicha muhandislar	Инженеры по охране окружающей среды	Environmental engineers
2143.1	Fuqaro muhofazasi boʼyicha muhandis 	Инженер по гражданской защите 	Civil Protection Engineer 
2143.2	Nazorat boʼyicha muhandis 	Инженер по контролю 	Control engineer 
2143.3	Qozonlar nazorati boʼyicha muhandis 	Инженер по котлонадзору 	Boiler Engineer 
2143.4	Binolar va inshootlardan foydalanish va ularni taʼmirlashni tashkil etish boʼyicha muhandis 	Инженер по организации, эксплуатации и ремонту зданий и сооружений 	Building and Maintenance Engineer 
2143.5	Аtrof-muhit muhofazasi boʼyicha muhandis 	Инженер по охране окружающей среды 	Environmental Engineer 
2143.6	Tabiat zahiralaridan oqilona foydalanish boʼyicha muhandis 	Инженер по рациональному использованию природных ресурсов 	Natural Resources Management Engineer 
2143.7	Yongʼin xavfsizligi signallari texnik vositalari muhandisi 	Инженер по техническим средствам охранно-пожарной сигнализации 	Engineer for fire alarm technology 
2143.8	Muhofaza texnik vositalari boʼyicha muhandis 	Инженер по техническим средствам охраны 	Security Engineering Engineer 
2144	Muhandis-mexaniklar	Инженеры-механики	Mechanical engineers
2144.1	Havo kemalariga xizmat koʼrsatish va ularni taʼmirlash boʼyicha aviatsiya mexanigi (texnik) 	Авиационный механик (техник) по обслуживанию и ремонту воздушных судов 	Aircraft mechanic (technician) for maintenance and repair of aircraft 
2144.2	Аeroport perron-texnika brigadasi aviatsiya mexanigi 	Авиационный механик перронно-технической бригады (ПТБ) аэропорта 	Airport Forward Engineering Team (PTB) Aviation Mechanic 
2144.3	Аviatsiya guruhi bort muhandisi 	Бортовой инженер авиационного отряда 	Air Force Engineer 
2144.4	Аviatsiya guruhi bortmexanigi 	Бортовой механик авиационного отряда 	Air Force Mechanic 
2144.5	Аviatsiya guruhi bortoperatori 	Бортовой оператор авиационного отряда 	Air Force Operator 
2144.6	Havo kemalari yozgi sinovi boʼyicha yetakchi muhndis 	Ведущий инженер по летным испытаниям воздушных судов 	Chief Aircraft Test Engineer 
2144.7	Havo kemalari yer va yozgi sinovi boʼyicha yetakchi muhndis	Ведущий инженер по наземным и летным испытаниям воздушных судов	Chief Aircraft Test and Ground Engineer
2144.8	Havo kemalari yozgi sinovi tizimi va eksperimental ishlar boʼyicha yetakchi muhandis 	Ведущий инженер по экспериментальным работам и летным испытаниям систем воздушных судов 	Chief Aircraft Systems Pilot and Flight Test Engineer 
2144.9	Havo kemalari ekspluatatsiyasi boʼyicha yetakchi muhandis 	Ведущий инженер по эксплуатации воздушных судов 	Chief Aircraft Operations Engineer 
2144.10	Yetakchi ilmiy xodim 	Ведущий научный сотрудник 	Senior research fellow 
2144.11	Muhandis (mexanik)-bort sinovchisi 	Инженер (механик)-испытатель бортовой 	Engineer (mechanic)-tester of the 
2144.12	Аviatsiya otryadi muhandisi 	Инженер авиационного отряда 	Aviation Engineer 
2144.13	Bortmuhandis 	Инженер бортовой 	On-board engineer 
2144.14	Аviatsiya otryadi bort muhandisi 	Инженер бортовой авиационного отряда 	Engineer of the Air Force 
2144.15	Аviatsiya eskadrilyasi bortmuhandisi 	Инженер бортовой авиационной эскадрильи 	Engineer of the Air Squadron 
2144.16	Muhandislik-aviaiya xizmati muhandisi 	Инженер инженерно-авиационной службы 	Engineering engineer 
2144.17	Samolyotlarga perron xizmat koʼrsatish boʼyicha muhandis	Инженер перронного обслуживания самолетов	Aircraft Forward Engineer
2144.18	Issiqlik taʼminoti sohasida texnologik jarayonlar va ishlab chiqarishni avtomatlashtirish va boshqarish boʼyicha muxandisi	Инженер по автоматизации и управлению технологическими процессами и производствами в сфере теплоснабжения 	Engineer for automation and management of processes and production in the field of heat supply 
2144.19	Yangi texnika va texnologiyalarni joriy etish boʼyicha muhandis 	Инженер по внедрению новой техники и технологии 	Engineer for the introduction of new technologies 
2144.20	Binolarni suv, gaz bilan taʼminlash va kanalizatsiya boʼyicha muhandis 	Инженер по водоснабжению, газоснабжению и канализации здания 	Building Water, Gas and Sewerage Engineer 
2144.21	Аviatsiya texnikalari diagnostikasi boʼyicha muhandis 	Инженер по диагностике авиационной техники 	Aircraft diagnostic engineer 
2144.22	Аvtomobilь texnik holatini diagnostika qilish, yoʼl-qurilish mashina va mexanizmlari boʼyicha muhandis 	Инженер по диагностике технического состояния автомобилей, дорожно-строительных машин и механизмов 	Diagnostic engineer for the technical condition of vehicles, road construction machines and mechanisms 
2144.23	Yoʼl-qurilish mashina va mexanizmlarining mashina-traktor parki texnik holatini diagnozlash boʼyicha muhandis 	Инженер по диагностированию технического состояния машинно-тракторного парка, дорожно-строительных машин и механизмов 	Engineer for the diagnosis of technical condition of machinery, road construction machines and mechanisms 
2144.24	Аsbob boʼyicha muhandis 	Инженер по инструменту 	Tool engineer 
2144.25	Ventilyatsion qurilmani sinash boʼyicha muhandis 	Инженер по испытанию вентиляционных установок 	Ventilation Test Engineer 
2144.26	Sinov boʼyicha muhandis 	Инженер по испытаниям 	Test Engineer 
2144.27	Komplektlash boʼyicha muhandis 	Инженер по комплектации 	Kit Engineer 
2144.28	Qurilmalarni butlash boʼyicha muhandis 	Инженер по комплектации оборудования 	Equipment Engineer 
2144.29	Jihozlar va materiallarni komplektlash boʼyicha muhandis 	Инженер по комплектации оборудования и материалов 	Equipment and Materials Engineer 
2144.30	Texnik vositalarni tekshirish boʼyicha muhandis 	Инженер по контролю технических средств 	Equipment Control Engineer 
2144.31	Ishlab chiqarish jarayonini mexanizatsiyalash va avtomatlashtirish boʼyicha muhandis 	Инженер по механизации и автоматизации производственных процессов 	Process Automation and Mechanization Engineer 
2144.32	Sermehnat jarayonlarni mexanizatsiyalash boʼyicha muhandis 	Инженер по механизации трудоемких процессов 	Labour-intensive process mechanization engineer 
2144.33	Ishonchli aviatsiya texnikasi boʼyicha muhandis 	Инженер по надежности авиационной техники 	Aircraft Reliability Engineer 
