CODE	UZ	RU	EN
2261.12	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2261.13	Ilmiy xodim 	Научный сотрудник 	Research associate 
2261.14	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2261.15	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research fellow 
2262	Farmatsevtika sohasida professional-mutaxassislar 	Профессионалы в области фармацевтики	Professionals in the pharmaceutical industry
2262.1	Inspektor-provizor 	Инспектор-провизор 	Oversight Officer 
2262.2	Klinik farmatsevt 	Клинический фармацевт 	Clinical pharmacist 
2262.3	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2262.4	Ilmiy xodim 	Научный сотрудник 	Research associate 
2262.5	Provizor 	Провизор 	Foresight 
2262.6	Tahlilchi-provizor 	Провизор-аналитик 	Foresight analyst 
2262.7	Provizor-intern 	Провизор-интерн 	Foresight-Intern 
2262.8	Maʼlumot beruvchi provizor 	Провизор-информатор 	Whistle-blower 
2262.9	Retsept boʼyicha provizor 	Провизор-рецептар 	Prescription 
2262.10	Provizor-texnolog 	Провизор-технолог 	Foresight technologist 
2262.11	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2262.12	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research fellow 
2262.13	Farmatsevt 	Фармацевт 	Pharmacist 
2262.14	Farmatsevt tahlilchi 	Фармацевт аналитик 	Analyst pharmacist 
2262.15	Farmatsevt biotexnolog 	Фармацевт биотехнолог 	Pharmacist biotechnology 
2262.16	Farmatsevt muhandis 	Фармацевт инженер 	Pharmacist engineer 
2262.17	Farmatsevt marketolog 	Фармацевт маркетолог 	Pharmacist 
2262.18	Farmatsevt sud kimyogari 	Фармацевт судебный химик 	Pharmacist Forensic Chemist 
2262.19	Farmatsevt texnolog 	Фармацевт технолог 	Pharmacist technologist 
2262.20	Farmatsevt-inspektor 	Фармацевт-инспектор 	Pharmacist inspector 
2262.21	Kosmetsevtika boʼyicha farmatsevt-texnolog 	Фармацевт-технолог по космецевтике 	Cosmetology pharmacist 
2263	Mehnatni muhofaza qilish va inson atrof-muhitining tibbiy jihatlari bo‘yicha shifokorlar va professional-mutaxassislar 	Врачи и профессиональные специалисты по охране труда и медицинским аспектам среды обитания человека	Doctors and professionals in occupational health and environmental health
2263.1	Qishloq vrachlik punkti vrachi 	Врач сельского врачебного пункта 	Doctor of rural medicine 
2263.2	Vrach-intern 	Врач-интерн 	Resident 
2263.3	Vrach-mutaxassis 	Врач-специалист 	Medical specialist 
2263.4	Maslahatchi 	Консультант 	Consultant 
2263.5	Gigiena-vrach (vrach-parazitolog, vrach epidemiolog) yordamchisi 	Помощник врача-гигиениста (врача-паразитолога, врача эпидемиолога) 	Assistant of the doctor-hygienist (doctor-parasitologist, doctor epidemiologist) 
2263.6	Entomolog yordamchisi 	Помощник энтомолога 	Entomologist’s assistant 
2263.7	Proforientolog 	Профориентолог 	Occupational Specialist 
2263.8	Mehnat gigiena boʼyicha sanitar vrach 	Санитарный врач по гигиене труда 	Occupational health and hygiene officer 
2263.9	Mutaxassis 	Специалист 	Specialist 
2263.10	Sud ekspert-mutaxassisi (ekspert) 	Судебный эксперт-специалист (эксперт) 	Forensic expert (expert) 
2263.11	Sud ekspert-amaliyotchi 	Судебный эксперт-стажер 	Forensic Associate 
2263.12	Ekspert 	Эксперт 	Expert 
2264	Vrach-fizioterapevt va jismoniy reabilitatsiya bo‘yicha mutaxassislar 	Физиотерапевт и специалист по физической реабилитации	Physiotherapists and physical rehabilitation specialists
2264.1	Vrach fizioterapevt 	Врач физиотерапевт 	Physician physiotherapist 
2264.2	Vrach-intern 	Врач-интерн 	Resident 
2264.3	Vrach-mutaxassis 	Врач-специалист 	Medical specialist 
2264.4	Ergoterapiya boʼyicha uslubchi yoʼriqchi 	Инструктор-методист по эрготерапии 	Ergonomics Trainer 
2264.5	Jismoniy reabilitatsiya boʼyicha uslubchi-yoʼriqchi 	Инструктор-методист физической реабилитации 	Physical rehabilitation trainer 
2264.6	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2264.7	Ilmiy xodim 	Научный сотрудник 	Research associate 
2264.8	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2264.9	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research associate 
2265	Vrach-diyetologlar va ovqatlanishni to‘g‘ri tashkil etish bo‘yicha mutaxassislar	Врачи-диетологи и специалисты по правильной организации питания	Dietitians and nutrition specialists
2265.1	Vrach dietolog 	Врач диетолог 	Nutritionist 
2265.2	Vrach-intern 	Врач-интерн 	Doctor of medicine 
2265.3	Vrach-mutaxassis 	Врач-специалист 	Medical specialist 
2265.4	Dietolog 	Диетолог 	Nutritionist 
2265.5	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2265.6	Ilmiy xodim 	Научный сотрудник 	Research associate 
2265.7	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2265.8	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research associate 
2266	Vrach-audiologlar va nutqni rivojlantirish va tiklash bo‘yicha mutaxassislar 	Аудиологи и специалисты по развитию и реабилитации речи	Audiologists and speech development and rehabilitation specialists
2266.1	Vrach-intern 	Врач-интерн 	Resident 
2266.2	Vrach-mutaxassis 	Врач-специалист 	Medical specialist 
2266.3	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2266.4	Ilmiy xodim 	Научный сотрудник 	Research associate 
2266.5	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2266.6	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research associate 
2266.7	Oʼqituvchi-defektolog (oʼqituvchi-logoped, tiflopedogog, surdopedogog, oligofrenopedogog) 	Учитель-дефектолог (учитель-логопед, тифлопедагог, сурдопедагог, олигофренопедагог) 	Teacher-defect (teacher-speech, typhlopedal, surdopedal, oligofrenopedagogs) 
2267	Vrach-oftalmologlar, optiklar va optometristlar 	Офтальмологи, оптики и оптометристы	Ophthalmologists, opticians and optometrists
2267.1	Bolalar oftalьmolog vrachi 	Врач детский офтальмолог 	Pediatric ophthalmologist 
2267.2	Vrach onkooftalьmolog 	Врач онкоофтальмолог 	Oncothilologist 
2267.3	Vrach oftalьmolog 	Врач офтальмолог 	Ophthalmologist 
2267.4	Vrach oftalьmojarroh 	Врач офтальмохирург 	Ophthalmologist 
2267.5	Vrach-intern 	Врач-интерн 	Resident 
2267.6	Vrach-mutaxassis 	Врач-специалист 	Medical specialist 
2267.7	Kichik ilmiy xodim 	Младший научный сотрудник 	Associate researcher 
2267.8	Ilmiy xodim 	Научный сотрудник 	Research associate 
2267.9	Tajriba ottiruvchi kichik ilmiy xodim 	Стажер младшего научного сотрудника 	Junior Research Fellow 
2267.10	Katta ilmiy xodim 	Старший научный сотрудник 	Senior research associate 
2269	Sog‘liqni saqlash sohasidagi boshqa boshlang‘ich guruhlarga kirmagan professional-mutaxassislar 	Специалисты, не включенные в другие первичные группы в области здравоохранения.	Health professionals not classified in other primary health care groups
2269.1	Tibbiy muassasa davolovchi jismoniy tarbiya yoʼriqchisi 	Инструктор по лечебной физкультуре в медицинском учреждении 	Instructor in therapeutic physical education at a medical institution 
2269.2	Tibbiy muassasaning davolash fizkulьturasi boʼyicha uslubchisi 	Методист по лечебной физкультуре в медицинском учреждении 	Physical therapy practitioner in a medical institution 
2269.3	Farmatsevt 	Фармацевт 	Pharmacist 
3211	Sog‘liqni saqlashda o‘rta maʼlumotli tibbiyot xodimlari. Farmatsevtlar va tibbiyot qurilmalariga xizmat ko‘rsatuvchi texniklar, feldsherlar. Tibbiyot qurilmalariga xizmat ko‘rsatish bo‘yicha texniklar 	Медицинские работники со средним образованием в сфере здравоохранения. Фармацевты и специалисты по обслуживанию медицинского оборудования, фельдшеры. Специалисты по обслуживанию медицинского оборудования	Secondary medical workers in healthcare. Pharmacists and medical device service technicians, paramedics. Medical device service technicians
3211.1	Rentgenolaborant 	Рентгенолаборант 	Radiographer 
3211.2	Rentgenotexnik 	Рентгенотехник 	X-ray 
3211.3	Texnik-rentgenolog 	Техник-рентгенолог 	Radiologist 
3212	Klinik-diagnostika (tibbiy) va patologiya laboratoriyalarining laboratoriya-feldsherlari 	Лабораторные фельдшеры клинико-диагностических (лечебных) и патологоанатомических лабораторий	Laboratory assistants of clinical diagnostic (medical) and pathology laboratories
3212.1	Sanitariya vrachi, epidemiologi assistenti	Ассистент санитарного врача, эпидемиолога 	Assistant Health Care Officer, Epidemiologist 
3212.2	Epidemiolog assistent 	Ассистент эпидемиолога 	Epidemiologist’s assistant 
3212.3	Laborant-bakteriolog 	Лаборант-бактериолог 	Bacteriologist 
3212.4	Laborant-parazitolog 	Лаборант-паразитолог 	Parasitologist 
3212.5	Tibbiy laborant 	Медицинский лаборант 	Medical laboratory 
3212.6	Sanitariya vrachi yordamchisi 	Помощник санитарного врача 	Assistant Health Care Officer 
3212.7	Umumiy amaliyot felьdsheri 	Фельдшер общей практики 	Field Nurse 
3212.8	Felьdsher-laborant 	Фельдшер-лаборант 	Field assistant 
3213	Farmatsevtlar	Фармацевты	Pharmacists
3213.1	Dori vositalarini saqlash, taraqatish va taʼminlash boʼyicha farmatsevt assistenti 	Ассистент фармацевта по хранению, снабжению и распространению лекарственных средств 	Pharmacy Assistant for the storage, supply and distribution of medicines 
3213.2	Dori preparatlarini ishlab chiqarish operatori 	Оператор по производству лекарственных препаратов 	Drug Production Operator 
3213.3	Farmatsevtik yordam tashkilotchisi (maslahatchi-farmatsevt assistenti) 	Организатор фармацевтической помощи (консультант-ассистент фармацевта) 	Pharmaceutical assistance organizer (consultant-assistant to the pharmacist) 
3213.4	Farmatsevt assistenti 	Фармацевт-ассистент 	Pharmacist’s assistant 
3213.5	Farmatsevt-retseptar 	Фармацевт-рецептар 	Pharmacist-prescriber 
3213.6	Fitobarmen	Фитобармен	Phytobarman
3214	Tish texniklari va protezchi-texniklar 	Зубные техники и техники-протезисты	Dental technicians and prosthodontists
3214.1	Tish texnigi 	Зубной техник 	Dental technician 
3214.2	Protezchi-texnik 	Техник-протезист 	Prosthetist 
3214.3	Oropedik stomatologiya texnigi 	Техник ортопедической стоматологии 	Orthopaedic Dental Technician 
3221	Sog‘liqni saqlashda va akusherlik bo‘yicha yordamchi xodimlar xodimlari. Hamshiralik bo‘yicha yordamchi xodimlar 	Медицинский и акушерский вспомогательный персонал. Помощники медсестер	Health and midwifery support workers. Nursing support workers
3221.1	Yetakchi hamshira 	Ведущая медицинская сестра 	Medical Nurse 
3221.2	Tibbiyot hamshirasi 	Медицинская сестра 	Medical nurse 
3221.3	Barcha nomdagi tibbiyot hamshirasi (barcha nomdagi medbrat 	Медицинская сестра всех наименований (мужской род-Медицинский брат всех наименований) 	Medical nurse of all names (male-gender - Medical brother of all names) 
3221.4	Umumiy amaliyot xamshirasi 	Медицинская сестра общей практики 	General practice nurse 
3221.5	Davolash jismoniy tarbiya hamshirasi 	Медицинская сестра по лечебному физическому воспитанию 	Medical nurse for therapeutic physical education 
3221.6	Emlash xonasi hamshirasi 	Медицинская сестра прививочного кабинета 	Clinic nurse for vaccination 
3221.7	Sterilizatsiya boʼlimi hamshirasi 	Медицинская сестра стерилизациционного отделения 	Medical Nurse of the Sterilization Department 
3221.8	Stomatologiya xonasi hamshirasi 	Медицинская сестра стоматологического кабинета 	Dental Practice Medical Nurse 
3221.9	Fizioterapevtik (massaj) xonalari xamshirasi 	Медицинская сестра физиотерапевтического (массажного) кабинетов 	Medical nurse of physiotherapy (massage) offices 
3221.10	Maktab va maktabgacha taʼlim tashkiloti hamshirasi 	Медицинская сестра школьных и дошкольных образовательных организаций	Medical Nurse of School and Pre-school Educational Organizations
3221.11	Tibbiyot hamshirasi-anestezist 	Медицинская сестра-анестезист 	Anesthetist 
3221.12	Hamshira-valeolog 	Медицинская сестра-валеолог 	Nurse-valet 
3221.13	Dietolog-hamshira 	Медицинская сестра-диетолог 	Nurse nutritionist 
3221.14	Kosmetolog hamshira 	Медицинская сестра-косметолог 	Medical nurse-cosmetologist 
3221.15	Patronaj hamshirasi 	Патронажная медицинская сестра 	Medical Nurse 
3221.16	Stomatolog yordamchisi 	Помощник стоматолога 	Dental assistant 
3221.17	Katta hamshira 	Старшая медицинская сестра 	Senior nurse 
3221.18	Stomatologiya gigienisti (Ogʼiz boʼshligʼi gigienisti) 	Стоматологический гигиенист (Гигиенист полости рта) 	Dental hygienist (Oral hygienist) 
3221.19	MFY uchastka hamshirasi 	Участковая медицинская сестра махаллинского схода граждан 	District medical nurse of the Mahallin Citizens' Retreat 
3222	Akusherlik bo‘yicha yordamchi xodimlar 	Помощники акушера	Midwifery assistants
3222.1	Аkusherka 	Акушерка 	Midwife 
3222.2	Umumiy amaliyot felьdsher-akusheri 	Фельдшер-акушер общей практики 	Nurse General Practitioner 
3222.3	Oilaviy poliklinika felьdsher-akusheri 	Фельдшер-акушер семейной поликлиники 	Nurse-obstetrician at family polyclinic 
3230	Yuqori malakali tabiblar va anʼanaviy hamda alternativ tibbiyotning amaliyotchilari 	Высококвалифицированные врачи и практики традиционной и нетрадиционной медицины	Highly qualified doctors and practitioners of traditional and alternative medicine
3230.1	Tabib 	Народный целитель 	Folk healer 
3230.2	Dorivor oʼtchi 	Травник 	Травnik 
3240	Veterinar feldsherlar va assistentlar. Veterinariya bo‘yicha feldsherlar va texniklar 	Ветеринарные фельдшеры и ассистенты. Ветеринарные фельдшеры и техники	Veterinary paramedics and assistants. Veterinary paramedics and technicians
3240.1	Hayvonlarni davolash va kalligini oldini olish boʼyicha veterinar	Ветеринар по профилактике и лечению животных	Veterinary for the prevention and treatment of animals
3240.2	Veterinariya felьdsheri 	Ветеринарный фельдшер 	Veterinary paramedic 
3240.3	Naslchilik ishlari boʼyicha zootexnik 	Зоотехник по племенному делу 	Animal Breeding Technician 
3240.4	Veterinariya texnigi 	Техник ветеринарный 	Veterinary technician 
3240.5	Naslchilik ishlari boʼyicha texnik 	Техник по племенному делу 	Tribal Technician 
3240.6	Vterinariya felьdsheri 	Фельдшер ветеринарный 	Veterinary Fieldworker 
3251	Sog‘liqni saqlash sohasidagi boshqa yordamchi xodimlar. Tish feldsherlari 	Другой вспомогательный персонал в области здравоохранения. Парамедики-стоматологи	Other health care support workers. Dental assistants
3251.1	Tish texnikasi buyumlarini quyuvchi 	Литейщик зуботехнических изделий 	Dental Foundry 
3251.2	Tish texnigi 	Техник зубной 	Dental technician 
3251.3	Tish felьdsheri 	Фельдшер зубной 	Dental felt 
3251.4	Sunʼiy tishlarni yasovchi 	Формовщик искусственных зубов 	Dental Molder 
3252	Tibbiy ro‘yxatga oluvchilar va tibbiy maʼlumotlar bo‘yicha mutaxassislar 	Медицинские регистраторы и специалисты по медицинской информации	Medical registrars and medical information specialists
3252.1	Statist-hamshira 	Медицинская сестра-статист 	Nurse-at-large 
3252.2	Tibbiy roʼyxatdan oʼtkazuvchi 	Медицинский регистратор 	Medical Registrar 
3252.3	Tibbiy sud ekspertizasida tibbiy roʼyhatga oluvchi 	Медицинский регистратор медицинской судебной экспертизы 	Medical Registrar of Forensic Medicine 
3252.4	Tibbiy statistika 	Медицинский статистик 	Medical statistician 
3252.5	Felьdsher 	Фельдшер 	Feldscher 
3253	Umumiy amaliyot feldsherlari 	Парамедики общей практики	General practice paramedics
3253.1	Felьdsher-valeolog 	Фельдшер-валеолог 	Fieldshaker 
3254	Optiklar va optometristlar 	Оптики и оптометристы	Opticians and optometrists
3254.1	Rassom-koʼz protez yasovchisi 	Художник-глазопротезист 	Eye prosthetic artist 
3255	Fizioterapiya yordamchi xodimlari va mutaxassislari 	Ассистенты и специалисты физиотерапии	Physiotherapy assistants and specialists
3255.1	Tibbiy jismoniy tarbiya boʼyicha yoʼriqchi 	Инструктор по лечебной физкультуре 	Therapeutic Physical Trainer 
3255.2	Massajchi 	Массажист 	Masseur 
3255.3	Operatsiya tibbiyot hamshirasi 	Медицинская сестра операционная 	Surgical nurse 
3255.4	Felьdsher 	Фельдшер 	Feldscher 
3255.5	Fizioterapevt 	Физиотерапевт 	Physiotherapist 
3256	Ambulator-poliklinika ishlari bo‘yicha vrach yordamchilari 	Помощники врачей для работы в поликлинике	Physician assistants for outpatient and polyclinic work
3256.1	Аmbulator-poliklinika yordami boʼyicha vrach yordamchisi 	Помощник врача по амбулаторно-поликлинической помощи 	Assistant doctor for outpatient polyclinic 
3256.2	Felьdsher 	Фельдшер 	Feldscher 
3256.3	Oilaviy poliklinika felьdsher-akusheri 	Фельдшер-акушер семейной поликлиники 	Nurse-obstetrician at family polyclinic 
3257	Mehnatni muhofaza qilish va atrof muhitni muhofaza qilishning tibbiy jihatlari bo‘yicha mutaxassislar va inspektorlar 	Специалисты и инспекторы по медицинским аспектам охраны труда и охраны окружающей среды	Specialists and inspectors in the medical aspects of labor protection and environmental protection
3257.30	Mehnat terapeyasi boʼyicha yoʼriqchi 	Инструктор по трудовой терапии 	Occupational therapy instructor 
3257.31	Yoʼriqchi-valeolog 	Инструктор-валеолог 	Instructor-valeologist 
3257.32	Dezinfektor-yoʼriqchi 	Инструктор-дезинфектор 	Disinfectant Instructor 
3257.33	Tibbiy dezinfektsiyalash vositasi 	Медицинский дезинфектор 	Medical disinfectant 
3257.34	Entomolog yordamchisi 	Помощник энтомолога 	Entomologist’s assistant 
3257.35	Epidemiolog yordamchisi 	Помощник эпидемиолога 	Epidemiologist’s assistant 
3257.36	Mehnat huquqi inspektori 	Правовой инспектор труда 	Labour Inspector 
3258	Tez tibbiy yordam sohasida yordamchi xodimlar 	Вспомогательный персонал в сфере скорой медицинской помощи	Emergency medical support staff
3258.1	Tez yordam katta felьdsheri 	Старший фельдшер скорой помощи 	Senior Paramedic 
3258.2	Felьdsher 	Фельдшер 	Feldscher 
3258.3	Mudofaa vazirligi gospitali (qismlar) felьdsheri 	Фельдшер госпиталя (части) Министерсттва обороны 	Field Hospital (part) of the Ministry of Defence 
3258.4	Navbatchi felьdsher 	Фельдшер дежурный 	Fieldshoe 
3258.5	Favqulotda vaziyatlar hizmati felьdsheri 	Фельдшер службы по чрезвычайным ситуациям 	Emergency Response Team 
3258.6	Shoshilinch va tez tibbiy yordam koʼrsatish stantsiya (boʼlim) felьdsheri 	Фельдшер станции (отделения) скорой и неотложной медицинской помощи 	Fieldwork station (departments) for emergency medical care 
3259	Boshqa boshlang‘ich guruhlarga qo‘shilmagan, yordamchi tibbiyot xodimlari 	Вспомогательные медицинские работники, не включенные в другие первичные группы	Auxiliary medical workers not included in other primary groups
3259.1	Gemmolog 	Геммолог 	Gemmologue 
3259.2	Defektolog 	Дефектолог 	Defect Specialist 
3259.3	Dieta hamshirasi 	Диетсестра 	Diet 
3259.4	Sanitariya taʼlimi boʼyicha yoʼriqchi 	Инструктор по санитарному просвещению 	Health education instructor 
3259.5	Immunologiya, virusologiya, gistologiya laboratoriyalari laboranti 	Лаборант иммунологической, вирусологической, гистологической лабораторий 	Laboratory assistant for immunological, virological and histological laboratories 
3259.6	Radiologiya laboratoriyasi laboranti 	Лаборант радиологической лаборатории 	Radiological laboratory assistant 
3259.7	Funktsional va nur tashxisi laboranti 	Лаборант функциональной и лучевой диагностики 	Laboratory of functional and beam diagnostics 
3259.8	Rasmiylashtiruvchi-laborant 	Лаборант-оформитель 	Technician 
3259.9	Tibbiy-ijtimoiy xodim 	Медико-социальный работник 	Medico social worker 
3259.10	Tanani malhamlash va tiklash boʼyicha mutaxassis 	Специалист по бальзамированию и реставрации тела 	Specialist in body embalming and restoration 
3259.11	Nur va funktsional diagnostika kabineti felьdsheri 	Фельдшер кабинетов лучевой и функциональной диагностики 	Fieldwork of the Radiation and Functional Diagnostic Rooms 
3259.12	Umumiy amaliyot felьdsher laboranti 	Фельдшер лаборант общей практики 	Field Engineer General Practice 
3259.13	Qishloq vrachlik punktlari va qishloq oilaviy poliklinikalari felьdsher-laboranti 	Фельдшер лаборант сельских врачебных пунктов и сельских семейных поликлиник 	Fieldworker assistant in rural health clinics and rural family polyclinics 
3259.14	Sud-tibbiy ekspertizasi felьdsher-laboranti 	Фельдшер лаборант судебно-медицинской экспертизы 	Medical Examiner Technician 
3259.15	Tibbiy-profilaktika ishlari felьdsheri 	Фельдшер медико-профилактического дела 	Medical Care Nurse 
3259.16	Felьdsher-nutritsiolog 	Фельдшер-нутрициолог 	Fieldshoe-Nutriciologist 
3259.17	Endoskopchi 	Эндоскопист 	Endoscopic 
3344	Sog‘liqni saqlash muassasalaridagi kotiblar (vrach-mutaxassislar yordamchilari) 	Служащие медицинских учреждений (помощники врачей)	Secretaries in healthcare institutions (assistant doctors)
3344.1	Аyollar va bolalar tibbiy-ijtimoiy yordam tashkilotchisi 	Организатор медико-социальной помощи женщинам и детям 	Medical and social assistance organizer for women and children 
3344.2	Kotib 	Секретарь 	Secretary 
3344.3	Rahbar qabulxonasi kotibi 	Секретарь приемной руководителя 	Receptionist’s secretary 
5321	Bemorga parvarishlash bo‘yicha yakka tartibda xizmat ko‘rsatuvchi xodimlar. Tibbiy va ijtimoiy yordam muassasalarida bemorlarga parvarishlash bo‘yicha yakka tartibda xizmat ko‘rsatuvchi xodimlar	Персонал по индивидуальному уходу за пациентами. Работники, оказывающие индивидуальные услуги по уходу за больными в учреждениях медицинской и социальной помощи	Individual patient care workers. Individual patient care workers in medical and social care institutions
5321.1	Mehribonlik, muruvvat uylari hamshirasi 	Медицинская сестра детских домов и домов престарелых 	Medical nurse for children’s homes and nursing homes 
5321.2	Bemorga qarash boʼyicha kichik tibbiy hamshira 	Младшая медицинская сестра по уходу за больным 	Nursing Assistant Nurse 
5321.3	Аyollar va bolalarga tibbiy-ijtimoiy yordam koʼrsatish tashkilotchisi 	Организатор медико-социальной помощи женщинам и детям 	Medical and social assistance organizer for women and children 
5321.4	Yolgʼiz nogironlar va qariyalarga uy sharoitida ijtimoiy yordam koʼrsatish tashkilotchisi 	Организатор социальной помощи одиноким инвалидам и престарелым на дому 	Social assistance organizer for single disabled and elderly at home 
5321.5	Sanitar vrach yordamchisi 	Помощник санитарного врача 	Assistant Health Care Officer 
5321.6	Sogʼliqni saqlash muassasasi sanitari (sanitarkasi) 	Санитар (санитарка) в учреждении здравоохранения 	Nurse (sanitary) in health facility 
5322	Bemorga uyda parvarishlash bo‘yicha yakka tartibda xizmat ko‘rsatuvchi xodimlar 	Индивидуальный персонал по уходу на дому	Personal care workers providing home care to patients
5322.1	Kichik rahm-shavqat hamshirasi 	Младшая сестра милосердия 	Sister of mercy 
5322.2	Ogʼir kasalga qarovchi hamshira 	Сиделка 	Caregiver 
5329	Boshqa boshlang‘ich guruhlarga qo‘shilmagan, bemorlarga xizmat ko‘rsatish bo‘yicha yakka tartibda xizmat ko‘rsatuvchi xodimlar 	Отдельные работники по уходу за пациентами, не связанные с другими группами первичной медико-санитарной помощи	Individual patient care workers not included in other primary care groups
5329.1	Uyda xizmat koʼrsatuvchi sanitar-enaga 	Санитар няня, оказывающие услуги на дому 	Home care nurse 
